epoch,train_loss,val_loss,train_acc,val_acc
0,1.574079990386963,1.5967400074005127,26.326021194458008,0.0
0,1.4413414001464844,1.5505300760269165,36.677310943603516,27.186893463134766
1,1.2347655296325684,1.472754955291748,50.56928634643555,38.549476623535156
2,1.0742779970169067,1.4918267726898193,58.37267303466797,36.92261505126953
3,0.9443106055259705,1.5425491333007812,65.39155578613281,39.28538513183594
4,0.8389821648597717,1.6003828048706055,70.48042297363281,38.54022216796875
5,0.7536225914955139,1.6834022998809814,74.78478240966797,37.72331619262695
6,0.6874486804008484,1.7763023376464844,76.83976745605469,37.376190185546875
7,0.6284241676330566,1.8455450534820557,79.10997009277344,38.186153411865234
8,0.5788546204566956,1.9220138788223267,81.2899169921875,37.528926849365234
9,0.5337424278259277,1.978387475013733,83.56706237792969,38.22317886352539
10,0.49182620644569397,2.0449962615966797,85.53179931640625,39.04702377319336
11,0.45950940251350403,2.1098222732543945,86.80227661132812,37.88993835449219
12,0.4293126165866852,2.1649787425994873,88.51013946533203,39.56308364868164
13,0.3984164595603943,2.2321534156799316,89.62094116210938,38.15143966674805
14,0.3710559606552124,2.278703212738037,90.56512451171875,38.063499450683594
15,0.35123497247695923,2.3143367767333984,91.39822387695312,38.21392059326172
16,0.33031895756721497,2.3568854331970215,91.83560180664062,37.98713302612305
17,0.3075333833694458,2.3990418910980225,92.7242431640625,38.25789260864258
18,0.29551905393600464,2.4631857872009277,93.29353332519531,38.25326156616211
19,0.27491942048072815,2.4779982566833496,93.91141510009766,38.79709243774414
20,0.26135221123695374,2.523559331893921,94.38350677490234,38.419883728027344
21,0.248572438955307,2.5714244842529297,94.8486557006836,38.112098693847656
22,0.23373563587665558,2.6201136112213135,95.20966339111328,38.42682647705078
23,0.22595879435539246,2.6352169513702393,95.59844207763672,38.04961395263672
24,,2.6609511375427246,,38.392112731933594
