epoch,train_loss,val_loss,train_acc,val_acc
0,1.5644503831863403,1.6183222532272339,30.39433479309082,13.671875
0,1.3985934257507324,1.543500304222107,44.20994186401367,32.68073654174805
1,1.2033976316452026,1.5117826461791992,52.27020263671875,32.058223724365234
2,1.0553302764892578,1.5674630403518677,58.9211311340332,33.219940185546875
3,0.9436378479003906,1.6295522451400757,62.829769134521484,33.49995422363281
4,0.8512757420539856,1.6769554615020752,66.66898345947266,35.58039474487305
5,0.7701340913772583,1.7632032632827759,71.04276275634766,35.189300537109375
6,0.7009080052375793,1.81699800491333,74.18772888183594,37.33222198486328
7,0.6400010585784912,1.8865289688110352,77.23548889160156,36.82773208618164
8,0.586945116519928,1.9734821319580078,80.01249694824219,36.40886688232422
9,0.537183940410614,2.0247838497161865,81.90780639648438,36.48060607910156
10,0.48742231726646423,2.104299306869507,84.05998229980469,35.309635162353516
11,0.4445856809616089,2.182544469833374,86.3232421875,35.1754150390625
12,0.41133612394332886,2.2316930294036865,87.78117370605469,34.99953842163086
13,0.3757624328136444,2.307831048965454,89.60011291503906,34.1409797668457
14,0.3491699993610382,2.37575364112854,90.73868560791016,34.474220275878906
15,0.3280778229236603,2.4380075931549072,91.43988037109375,34.821346282958984
16,0.3041720986366272,2.488985776901245,92.94640350341797,34.888458251953125
17,0.28155192732810974,2.5528764724731445,93.46015167236328,34.8514289855957
18,0.2666441798210144,2.5855040550231934,94.25853729248047,34.559844970703125
19,0.24870412051677704,2.6389756202697754,95.21660614013672,34.161808013916016
20,0.23756352066993713,2.6928043365478516,95.4595947265625,34.12015151977539
21,0.2247735857963562,2.744612216949463,95.88308715820312,34.32148361206055
22,0.21797344088554382,2.754279375076294,95.96640014648438,34.21734619140625
23,0.20500285923480988,2.783390760421753,96.52873992919922,34.15486526489258
24,,2.820028066635132,,34.2497444152832
