epoch,train_loss,val_loss,train_acc,val_acc
0,1.5607162714004517,1.6319386959075928,29.422382354736328,13.671875
0,1.3890069723129272,1.5463212728500366,42.460426330566406,32.66685104370117
1,1.2489650249481201,1.5797861814498901,47.21604919433594,35.024993896484375
2,1.1076844930648804,1.5863312482833862,55.359622955322266,34.599185943603516
3,0.9768406748771667,1.6167396306991577,62.05915069580078,34.5783576965332
4,0.8706939220428467,1.6787410974502563,67.4048843383789,34.379337310791016
5,0.7777132391929626,1.7387653589248657,71.35517883300781,33.50920867919922
6,0.6979665160179138,1.793498158454895,76.0483169555664,34.81671905517578
7,0.6326172947883606,1.8643559217453003,78.29769134521484,35.24946594238281
8,0.5663384795188904,1.9234323501586914,81.70646667480469,35.38137435913086
9,0.5158218741416931,1.9865797758102417,83.74063110351562,35.4438591003418
10,0.46467241644859314,2.057751417160034,85.6775894165039,35.98305892944336
11,0.42902830243110657,2.1077191829681396,87.19105529785156,36.4273796081543
12,0.3907518982887268,2.1586058139801025,88.95446014404297,36.0501708984375
13,0.35733428597450256,2.2134270668029785,90.07220458984375,35.99925994873047
14,0.3268367350101471,2.2636027336120605,91.60649871826172,36.47597885131836
15,0.30484268069267273,2.3267014026641846,92.45348358154297,35.73775863647461
16,0.2807287275791168,2.380758762359619,93.37683868408203,36.142738342285156
17,0.2657357156276703,2.431812047958374,94.09886169433594,36.239933013916016
18,0.2436450868844986,2.4525599479675293,95.01527404785156,35.871978759765625
19,0.23214133083820343,2.5140933990478516,95.07081604003906,35.23326873779297
20,0.21524567902088165,2.5319504737854004,96.05664825439453,35.5086555480957
21,0.20788951218128204,2.6095306873321533,96.06359100341797,36.094139099121094
22,0.19553270936012268,2.628110647201538,96.74395751953125,35.8812370300293
23,0.18834522366523743,2.6686220169067383,96.70230865478516,35.45542907714844
24,,2.6904797554016113,,35.17772674560547
