epoch,train_loss,train_acc,val_loss,val_acc
0,,,1.6295528411865234,14.0625
0,,,1.5745896100997925,31.289918899536133
1,1.4251073598861694,41.36351013183594,1.7122771739959717,32.83115768432617
2,1.0509188175201416,61.94112777709961,1.8254258632659912,34.27751541137695
3,0.8468135595321655,70.3485107421875,1.9518816471099854,35.52485275268555
4,0.6893088221549988,77.10358428955078,2.1059865951538086,33.844764709472656
5,0.5624048709869385,81.4010009765625,2.259335994720459,35.24483871459961
6,0.46401447057724,85.68453216552734,2.3894569873809814,35.86735153198242
7,0.39699020981788635,87.93390655517578,2.5043094158172607,36.06868362426758
8,0.33710598945617676,89.35712432861328,2.611521005630493,36.3232421875
9,0.29888245463371277,90.5790023803711,2.700970411300659,37.08692169189453
10,0.26478567719459534,92.00916290283203,2.8594651222229004,36.040916442871094
11,0.23526936769485474,92.74507141113281,2.9384217262268066,36.17976379394531
12,0.2045336663722992,93.98777770996094,3.0642406940460205,36.86244583129883
13,0.18615829944610596,94.44598388671875,3.1573781967163086,35.7215576171875
14,0.17826980352401733,94.60566711425781,3.252631187438965,37.4780158996582
15,0.16702167689800262,94.82782745361328,3.2727909088134766,37.20262908935547
16,0.1568993628025055,95.49430847167969,3.4852163791656494,36.040916442871094
17,0.13639527559280396,95.91780090332031,3.4896795749664307,36.200592041015625
18,0.1297246515750885,96.16773223876953,3.5447492599487305,36.57548904418945
19,0.12622974812984467,96.28575134277344,3.5589420795440674,36.78376388549805
20,0.11619509011507034,96.70230865478516,3.658795118331909,36.45977783203125
21,0.11480646580457687,96.76478576660156,3.5749640464782715,37.67934799194336
22,0.1060321256518364,96.8828125,3.690394639968872,37.96862030029297
23,0.10940873622894287,96.66065216064453,3.7824952602386475,37.380821228027344
24,0.09494879841804504,97.18827819824219,3.8144772052764893,36.57780075073242
